0.0055118,0,0.0055118
0.033071,0,0.033071
0.06063,0,0.06063
0.088189,0,0.088189
0.11575,0,0.11575
0.14331,0,0.14331
0.17087,0,0.17087
0.19843,0,0.19843
0.22598,0,0.22598
0.25354,0,0.25354
0.2811,0,0.2811
0.30866,0,0.30866
0.33622,0,0.33622
0.36378,0,0.36378
0.39134,0,0.39134
0.4189,0,0.4189
0.44646,0,0.44646
0.47402,0,0.47402
0.50157,0,0.50157
0.52913,0,0.52913
0.55669,0,0.55669
0.58425,0,0.58425
0.61181,0,0.61181
0.63937,0,0.63937
0.66693,0,0.66693
0.69449,0,0.69449
0.71905,0,0.65556
0.74286,0,0.6
0.76667,0,0.54444
0.79048,0,0.48889
0.81429,0,0.43333
0.8381,0,0.37778
0.8619,0,0.32222
0.88571,0,0.26667
0.90952,0,0.21111
0.93333,0,0.15556
0.95714,0,0.1
0.98095,0,0.044444
1,0.015873,0
1,0.095238,0
1,0.1746,0
1,0.25397,0
1,0.33333,0
1,0.4127,0
1,0.49206,0
1,0.57143,0
1,0.65079,0
1,0.73016,0
1,0.80952,0
1,0.88889,0
1,0.96825,0
1,1,0.047619
1,1,0.12698
1,1,0.20635
1,1,0.28571
1,1,0.36508
1,1,0.44444
1,1,0.52381
1,1,0.60317
1,1,0.68254
1,1,0.7619
1,1,0.84127
1,1,0.92063
1,1,1
